WKT,nama,deskripsi
"POLYGON ((106.850866 -6.2328952, 106.8507158 -6.2330658, 106.8506728 -6.2333218, 106.8506728 -6.2335991, 106.8508445 -6.2343883, 106.8520032 -6.2350923, 106.8526899 -6.2358175, 106.8526899 -6.2365428, 106.8521749 -6.2382705, 106.8517672 -6.2398703, 106.8522607 -6.2410435, 106.8526899 -6.2420247, 106.8538915 -6.2419394, 106.8530761 -6.2408942, 106.8529044 -6.2395077, 106.8532478 -6.2384198, 106.8535482 -6.2369054, 106.8535053 -6.2360735, 106.8532692 -6.2347296, 106.8528401 -6.234687, 106.8527542 -6.2340044, 106.8524753 -6.2334498, 106.8514882 -6.2335138, 106.8512307 -6.2334071, 106.8513166 -6.2330232, 106.850866 -6.2328952))",Tebet Eco Park,
