WKT,nama,deskripsi
"POLYGON ((106.7985165 -6.2145877, 106.7984307 -6.2206032, 106.8031513 -6.2226083, 106.8036663 -6.2234189, 106.8047821 -6.2247841, 106.8087733 -6.2220537, 106.808387 -6.2214138, 106.8081295 -6.215825, 106.8061125 -6.2154836, 106.8061125 -6.2146304, 106.8062842 -6.2142038, 106.8060267 -6.2128385, 106.7985165 -6.2145877))",GBK,
