WKT,nama,deskripsi
"POLYGON ((106.8234737 -6.1714646, 106.8232377 -6.1716566, 106.8232162 -6.1721046, 106.8230446 -6.1790592, 106.8230231 -6.1798272, 106.8233235 -6.1801472, 106.8241818 -6.1803605, 106.8252118 -6.1803605, 106.826113 -6.1803392, 106.8270786 -6.1802112, 106.8280657 -6.1801472, 106.8290098 -6.1801259, 106.8300612 -6.1800832, 106.8309195 -6.1800832, 106.8310054 -6.1797632, 106.8308981 -6.1794005, 106.8305118 -6.1789952, 106.8303402 -6.1787179, 106.8305977 -6.1784619, 106.8301685 -6.1780779, 106.8298252 -6.1777366, 106.829911 -6.1774806, 106.829911 -6.1768406, 106.829911 -6.1763926, 106.8299539 -6.1757739, 106.8299539 -6.1753259, 106.8299539 -6.1750059, 106.8299325 -6.1745366, 106.829911 -6.1741953, 106.8298681 -6.1738326, 106.8297394 -6.1734273, 106.8295677 -6.1732566, 106.8293102 -6.1731073, 106.8291385 -6.1729153, 106.8291385 -6.1725739, 106.8291815 -6.1721899, 106.8292244 -6.1718699, 106.8291171 -6.1715926, 106.8287952 -6.1714646, 106.8281086 -6.1714646, 106.8273361 -6.1714646, 106.8266065 -6.1714859, 106.8258555 -6.1714646, 106.8252332 -6.1714859, 106.8246324 -6.1714646, 106.8240745 -6.1714646, 106.8234737 -6.1714646))",Taman Monas,
